view_link,download_link,title,description,fname,tags
https://bigsoundbank.com/detail-2323-cymbale-ride-20-1.html,https://bigsoundbank.com/UPLOAD/wav/2323.wav,"Cymbale Ride 20"" 1","Sound of a 51cm (20"") cymbal, struck with a wooden drumstick. This is a Mini Cup Ride cymbal by Avedis Zildjian.",2323.wav,
https://bigsoundbank.com/detail-2338-bass-tom-1.html,https://bigsoundbank.com/UPLOAD/wav/2338.wav,"Bass tom, 1",Sound of a bass drum Tom.,2338.wav,
https://bigsoundbank.com/detail-2340-bass-tom-3.html,https://bigsoundbank.com/UPLOAD/wav/2340.wav,"Bass tom, 3",Sound of a bass drum Tom.,2340.wav,
https://bigsoundbank.com/detail-2344-sheep-2.html,https://bigsoundbank.com/UPLOAD/wav/2344.wav,Sheep 2,A sheep bleating recorded under metal shelters (slight reverberation).,2344.wav,
https://bigsoundbank.com/detail-2442-french-speaking-hikers.html,https://bigsoundbank.com/UPLOAD/wav/2442.wav,French-speaking hikers,A group of French-speaking hikers.,2442.wav,
https://bigsoundbank.com/detail-2392-slr-camera-in-burst-mode-3.html,https://bigsoundbank.com/UPLOAD/wav/2392.wav,SLR camera in burst mode 3,10 triggers of a reflex camera in burst mode.,2392.wav,
https://bigsoundbank.com/detail-2393-slr-camera-in-burst-mode-4.html,https://bigsoundbank.com/UPLOAD/wav/2393.wav,SLR camera in burst mode 4,12 triggers of a reflex camera in burst mode.,2393.wav,
https://bigsoundbank.com/detail-2411-battery-joke-4.html,https://bigsoundbank.com/UPLOAD/wav/2411.wav,Battery joke 4,The drum fill for when somebody tells a joke in a stand-up comic or a show.,2411.wav,
https://bigsoundbank.com/detail-2467-punch-12.html,https://bigsoundbank.com/UPLOAD/wav/2467.wav,Punch 12,Punch. Thanks to Kellian F. and Yoann B.,2467.wav,
https://bigsoundbank.com/detail-2511-radio-interference-2.html,https://bigsoundbank.com/UPLOAD/wav/2511.wav,Radio interference 2,Interference between two wireless audio systems (HF).,2511.wav,
https://bigsoundbank.com/detail-2522-horn-3.html,https://bigsoundbank.com/UPLOAD/wav/2522.wav,Horn 3,Someone is blowing a horn.,2522.wav,
https://bigsoundbank.com/detail-0012-bottle.html,https://bigsoundbank.com/UPLOAD/wav/0012.wav,Bottle,opening a bottle of orange juice under pressure,0012.wav,
https://bigsoundbank.com/detail-0316-rapid-rattle.html,https://bigsoundbank.com/UPLOAD/wav/0316.wav,Rapid rattle,A rattle noise when turning quickly,0316.wav,
https://bigsoundbank.com/detail-0348-aluminium-foil-2.html,https://bigsoundbank.com/UPLOAD/wav/0348.wav,Aluminium foil 3,Aluminium foil 3,0348.wav,
https://bigsoundbank.com/detail-0372-mewing-kitten-2-months.html,https://bigsoundbank.com/UPLOAD/wav/0372.wav,Mewing kitten 2 months,Mewing of a kitten 2 months that we take in his arms.,0372.wav,
https://bigsoundbank.com/detail-0426-nocturnal-insect-3.html,https://bigsoundbank.com/UPLOAD/wav/0426.wav,Nocturnal insect 3,Song of unidentified nocturnal insect.,0426.wav,
https://bigsoundbank.com/detail-0439-draining-a-bathtub.html,https://bigsoundbank.com/UPLOAD/wav/0439.wav,Draining a bathtub,Draining a bathtub,0439.wav,
https://bigsoundbank.com/detail-0461-clou-qui-tombe-sur-carrelage.html,https://bigsoundbank.com/UPLOAD/wav/0461.wav,Nail falling on tiled floor,Nail falling on tiled floor,0461.wav,
https://bigsoundbank.com/detail-0497-horse-chewing-hay.html,https://bigsoundbank.com/UPLOAD/wav/0497.wav,Horse chewing hay,A horse that chews hay in his box. Light background noise of hay he pushes with his nose.,0497.wav,
https://bigsoundbank.com/detail-0628-plastic-tube.html,https://bigsoundbank.com/UPLOAD/wav/0628.wav,Plastic tube,A plastic tube falls to the ground,0628.wav,
https://bigsoundbank.com/detail-0636-eurostar-car-in-a-tunnel.html,https://bigsoundbank.com/UPLOAD/wav/0636.wav,Eurostar car in a tunnel,Soundscape in a Eurostar car in the Channel Tunnel.,0636.wav,
https://bigsoundbank.com/detail-0673-damaged-muffler-1-parked-car.html,https://bigsoundbank.com/UPLOAD/wav/0673.wav,Damaged muffler 1 (parked car),A car with a damaged muffler. Parked car. Starting the engine. Stopping the engine.,0673.wav,
https://bigsoundbank.com/detail-0687-great-trash-on-foot.html,https://bigsoundbank.com/UPLOAD/wav/0687.wav,"Great trash ""on foot""","Great trash ""on foot"". Metallic",0687.wav,
https://bigsoundbank.com/detail-0696-boat-lower-deck-in-rearward.html,https://bigsoundbank.com/UPLOAD/wav/0696.wav,Boat - Lower deck in rearward,"Lower deck in rearward of a boat. This is the ferry between Royan and the Pointe de Grave. Near Bordeaux, France.",0696.wav,
https://bigsoundbank.com/detail-0748-blow-on-piece.html,https://bigsoundbank.com/UPLOAD/wav/0748.wav,Blow on piece,Compressed air on one piece of aluminium.,0748.wav,
https://bigsoundbank.com/detail-0796-metal-canister.html,https://bigsoundbank.com/UPLOAD/wav/0796.wav,Metal canister,Metal canister.,0796.wav,
https://bigsoundbank.com/detail-0875-baby-breastfeeds.html,https://bigsoundbank.com/UPLOAD/wav/0875.wav,Baby breastfeeds,A 9 days baby suckling the breast of its mother.,0875.wav,
https://bigsoundbank.com/detail-0893-hair-clippersin-3.html,https://bigsoundbank.com/UPLOAD/wav/0893.wav,Hair clippersin 3,Sound of a hair clipper qui tond.,0893.wav,
https://bigsoundbank.com/detail-0897-bell.html,https://bigsoundbank.com/UPLOAD/wav/0897.wav,Bell,Medium bell at the entrance of a garden.,0897.wav,
https://bigsoundbank.com/detail-0914-cranes-of-site.html,https://bigsoundbank.com/UPLOAD/wav/0914.wav,Cranes of site,Cranes that crushes chunks of concrete.,0914.wav,
https://bigsoundbank.com/detail-0923-rattle.html,https://bigsoundbank.com/UPLOAD/wav/0923.wav,Rattle,Idiophone noise.,0923.wav,
https://bigsoundbank.com/detail-0939-16mm-camera-1.html,https://bigsoundbank.com/UPLOAD/wav/0939.wav,16mm Camera 1,,0939.wav,
https://bigsoundbank.com/detail-0960-miter-saw-and-wood-2.html,https://bigsoundbank.com/UPLOAD/wav/0960.wav,Miter saw and wood 2,Cut a piece of wood with miter saw.,0960.wav,
https://bigsoundbank.com/detail-1027-gurgling-sink-2.html,https://bigsoundbank.com/UPLOAD/wav/1027.wav,Gurgling sink 2,"Flow of a tap, stop and gurgling.",1027.wav,
https://bigsoundbank.com/detail-1032-air-extractor.html,https://bigsoundbank.com/UPLOAD/wav/1032.wav,Air extractor,Noise of an air extractor.,1032.wav,
https://bigsoundbank.com/detail-1119-grinder-sanding.html,https://bigsoundbank.com/UPLOAD/wav/1119.wav,Grinder: Sanding,Sanding of an 8mm steel sheet with a 125mm grinder.,1119.wav,
https://bigsoundbank.com/detail-1133-manual-chain-hoist-mounted.html,https://bigsoundbank.com/UPLOAD/wav/1133.wav,"Manual chain hoist, mounted",Noise from a winch or manual chain hoist coming up.,1133.wav,
https://bigsoundbank.com/detail-1200-stack-of-plates-placed-on-table.html,https://bigsoundbank.com/UPLOAD/wav/1200.wav,"Stack of plates, placed on table",12 plates are stacked and then removed several times from a wooden table.,1200.wav,
https://bigsoundbank.com/detail-1217-little-neighing-call-6.html,https://bigsoundbank.com/UPLOAD/wav/1217.wav,Little neighing call 6,Horse who neighs very slightly to call his owner and have his bucket of flakes.,1217.wav,
https://bigsoundbank.com/detail-1239-climbing-carabiner-3.html,https://bigsoundbank.com/UPLOAD/wav/1239.wav,Climbing carabiner 3,Metallic noise of a climbing figure eight that is attached to a carabiner.,1239.wav,
https://bigsoundbank.com/detail-1258-truck-passage-4.html,https://bigsoundbank.com/UPLOAD/wav/1258.wav,"Truck, passage 4",Passage of a super-heavy truck (tractor and trailer) at a speed of about 80 km/h. Some birds.,1258.wav,
https://bigsoundbank.com/detail-1262-suction-cup-on-window.html,https://bigsoundbank.com/UPLOAD/wav/1262.wav,Suction cup on window,4 detachments of a suction cup on a glass.,1262.wav,
https://bigsoundbank.com/detail-1267-wooden-drawer-1.html,https://bigsoundbank.com/UPLOAD/wav/1267.wav,Wooden drawer 1,Two openings and closures of a wooden drawer.,1267.wav,
https://bigsoundbank.com/detail-1270-old-glass-door.html,https://bigsoundbank.com/UPLOAD/wav/1270.wav,Old glass door,Opening and closing of a very old glass door.,1270.wav,
https://bigsoundbank.com/detail-1272-lego-empty-box.html,https://bigsoundbank.com/UPLOAD/wav/1272.wav,"Lego, empty box",Box of Lego emptied on a carpet.,1272.wav,
https://bigsoundbank.com/detail-1306-slow-wick-1-.html,https://bigsoundbank.com/UPLOAD/wav/1306.wav,Slow wick 1 ,Noise of a slow wick.,1306.wav,
https://bigsoundbank.com/detail-1308-slow-wick-3.html,https://bigsoundbank.com/UPLOAD/wav/1308.wav,Slow wick 3,Noise of a slow wick.,1308.wav,
https://bigsoundbank.com/detail-1336-cheers-champagne-flute-2.html,https://bigsoundbank.com/UPLOAD/wav/1336.wav,"Cheers, champagne flute 2",Two champagne flute that are shocking.,1336.wav,
https://bigsoundbank.com/detail-1338-eructation.html,https://bigsoundbank.com/UPLOAD/wav/1338.wav,Eructation,Small burping or throaty sound.,1338.wav,
https://bigsoundbank.com/detail-1429-impatient-finger-tapping-3.html,https://bigsoundbank.com/UPLOAD/wav/1429.wav,Impatient finger tapping 3,Fingers patting impatiently on a wooden board.,1429.wav,
https://bigsoundbank.com/detail-1471-air-conditioner.html,https://bigsoundbank.com/UPLOAD/wav/1471.wav,Air-conditioner,Small mobile air conditioner.,1471.wav,
https://bigsoundbank.com/detail-1505-electric-car-window-closing-2.html,https://bigsoundbank.com/UPLOAD/wav/1505.wav,"Electric car window, closing 2",Closing of an electric window of Kia Carnival. Recorded from outside the vehicle.,1505.wav,
https://bigsoundbank.com/detail-1548-donkeys-braying.html,https://bigsoundbank.com/UPLOAD/wav/1548.wav,"Donkeys, braying",Braying of two donkeys at the same time.,1548.wav,
https://bigsoundbank.com/detail-1561-violin-exercise-beginner-1.html,https://bigsoundbank.com/UPLOAD/wav/1561.wav,"Violin, exercise, beginner 1","A beginner plays an exercise, on a violin. The instrument is 1/4 size (for children from 4 to 6 years old).",1561.wav,
https://bigsoundbank.com/detail-1587-buzzer-5.html,https://bigsoundbank.com/UPLOAD/wav/1587.wav,Buzzer 5,Noise of a small buzzer 12V.,1587.wav,
https://bigsoundbank.com/detail-1625-reverse-beeping-2.html,https://bigsoundbank.com/UPLOAD/wav/1625.wav,Reverse beeping 2,Beep of a truck goes back. This sound was made on computer. It is a triangular wave of frequency 1250 Hz.,1625.wav,
https://bigsoundbank.com/detail-1648-broken-plate-6.html,https://bigsoundbank.com/UPLOAD/wav/1648.wav,Broken plate 6,"A plate dropped on a concrete floor, which breaks.",1648.wav,
https://bigsoundbank.com/detail-1694-quenching-cooling-1.html,https://bigsoundbank.com/UPLOAD/wav/1694.wav,"Quenching, cooling 1",Cooling a hot object with water. This is a welder in a glass.,1694.wav,
https://bigsoundbank.com/detail-1743-apple-magic-mouse-double-click.html,https://bigsoundbank.com/UPLOAD/wav/1743.wav,"Apple Magic Mouse, double click","A double click on the ""Magic Mouse"" from Apple.",1743.wav,
https://bigsoundbank.com/detail-1769-lawn-tractors-3.html,https://bigsoundbank.com/UPLOAD/wav/1769.wav,Lawn tractors 3,Small mower tractor. Ignition then movement without mowing.,1769.wav,
https://bigsoundbank.com/detail-1823-sliding-rope-6.html,https://bigsoundbank.com/UPLOAD/wav/1823.wav,Sliding rope 6,Slipping a rope.,1823.wav,
https://bigsoundbank.com/detail-1852-horse-trotting-tall-grass.html,https://bigsoundbank.com/UPLOAD/wav/1852.wav,"Horse trotting, tall grass",A horse trotting in the tall grass. Thanks to Thorgal.,1852.wav,
https://bigsoundbank.com/detail-1834-pony-flatulence.html,https://bigsoundbank.com/UPLOAD/wav/1834.wav,Pony flatulence 1,A pony emits flatulence.,1834.wav,
https://bigsoundbank.com/detail-1863-zip-8.html,https://bigsoundbank.com/UPLOAD/wav/1863.wav,Zip 8,Sound of a zipper.,1863.wav,
https://bigsoundbank.com/detail-1868-music-box-cd-1.html,https://bigsoundbank.com/UPLOAD/wav/1868.wav,"Music box, C# 1","The ""do#"" of a music box.",1868.wav,
https://bigsoundbank.com/detail-1869-music-box-dd-1.html,https://bigsoundbank.com/UPLOAD/wav/1869.wav,"Music box, D# 1","The ""ré#"" of a music box.",1869.wav,
https://bigsoundbank.com/detail-1878-music-box-g-2.html,https://bigsoundbank.com/UPLOAD/wav/1878.wav,"Music box, G 2","The ""sol"" of a music box.",1878.wav,
https://bigsoundbank.com/detail-1886-growling-cat-2.html,https://bigsoundbank.com/UPLOAD/wav/1886.wav,Growling cat 2,A growling cat.,1886.wav,
https://bigsoundbank.com/detail-1967-reversing-radar-1.html,https://bigsoundbank.com/UPLOAD/wav/1967.wav,Reversing radar 1,Beep sound of a radar or assistance to reverse. The beeps become louder when the car is approaching an obstacle. This is a 1900 Hz sinusoidal beep.,1967.wav,
https://bigsoundbank.com/detail-1977-robot-5.html,https://bigsoundbank.com/UPLOAD/wav/1977.wav,Robot 5,Robot voice. Made on the computer.,1977.wav,
https://bigsoundbank.com/detail-1979-robot-7.html,https://bigsoundbank.com/UPLOAD/wav/1979.wav,Robot 7,Robot voice. Made on the computer.,1979.wav,
https://bigsoundbank.com/detail-1990-gun-loading-3.html,https://bigsoundbank.com/UPLOAD/wav/1990.wav,"Gun, loading 3",Loading of a semi-automatic pistol magazine.,1990.wav,
https://bigsoundbank.com/detail-2037-spaceship-passage-6.html,https://bigsoundbank.com/UPLOAD/wav/2037.wav,Spaceship passage 6,"The passage of a spaceship. In reality, sound needs air to move: In the absence of air in space, no sound. Except at the cinema...",2037.wav,
https://bigsoundbank.com/detail-2045-bulb-bursting-7.html,https://bigsoundbank.com/UPLOAD/wav/2045.wav,Bulb bursting 7,A bursting glass bulb.,2045.wav,
https://bigsoundbank.com/detail-2057-ghost-on-the-flute-4.html,https://bigsoundbank.com/UPLOAD/wav/2057.wav,Ghost on the flute 4,Cry of a ghost made with a slide (or piston) flute. Hooouuuu!,2057.wav,
https://bigsoundbank.com/detail-2084-chimes-dream-6.html,https://bigsoundbank.com/UPLOAD/wav/2084.wav,"Chimes ""dream"" 6",Cluster chimes of a dream hook.,2084.wav,
https://bigsoundbank.com/detail-2099-delirious-laughter-9.html,https://bigsoundbank.com/UPLOAD/wav/2099.wav,Delirious laughter 9,"A horrible delirious laugh. This sound has no effect, but reverberation would make it terrible.",2099.wav,
https://bigsoundbank.com/detail-2100-delirious-laughter-10.html,https://bigsoundbank.com/UPLOAD/wav/2100.wav,Delirious laughter 10,"A horrible delirious laugh. This sound has no effect, but reverberation would make it terrible.",2100.wav,
https://bigsoundbank.com/detail-2105-delirious-laughter-15.html,https://bigsoundbank.com/UPLOAD/wav/2105.wav,Delirious laughter 15,"A horrible delirious laugh. This sound has no effect, but reverberation would make it terrible.",2105.wav,
https://bigsoundbank.com/detail-2113-bell-1.html,https://bigsoundbank.com/UPLOAD/wav/2113.wav,Bell 1,I wave a bell with my hands.,2113.wav,
https://bigsoundbank.com/detail-2147-excavator-engine.html,https://bigsoundbank.com/UPLOAD/wav/2147.wav,"Excavator, engine",3 liter engine of a compact excavator. This is a Volvo EC55B.,2147.wav,
https://bigsoundbank.com/detail-2203-hen-imitated-to-the-mouth-1.html,https://bigsoundbank.com/UPLOAD/wav/2203.wav,"Hen, imitated to the mouth 1",Imitation of a hen with the mouth.,2203.wav,
https://bigsoundbank.com/detail-2247-cicada-2.html,https://bigsoundbank.com/UPLOAD/wav/2247.wav,"Cicada, foley 2",Song of a cicada. Sound effect made with a maraca. Easy to loop.,2247.wav,
https://bigsoundbank.com/detail-2271-cartoon-block-2.html,https://bigsoundbank.com/UPLOAD/wav/2271.wav,"Cartoon ""block"" 2","Cartoon footsteps, or fear. Sound of a wooden Agogô being struck. Percussion instrument of African origin from the idiophone family.",2271.wav,
https://bigsoundbank.com/detail-2274-finger-cymbals-1.html,https://bigsoundbank.com/UPLOAD/wav/2274.wav,Finger Cymbals 1,Small finger cymbals.,2274.wav,
https://bigsoundbank.com/detail-2276-finger-cymbals-3.html,https://bigsoundbank.com/UPLOAD/wav/2276.wav,Finger Cymbals 3,Small finger cymbals.,2276.wav,
https://bigsoundbank.com/detail-2308-snare-drum-5.html,https://bigsoundbank.com/UPLOAD/wav/2308.wav,Snare drum 5,Sound of snare drum struck with a wooden drumstick.,2308.wav,
https://bigsoundbank.com/detail-2343-sheep-1.html,https://bigsoundbank.com/UPLOAD/wav/2343.wav,Sheep 1,A sheep bleating recorded under metal shelters (slight reverberation).,2343.wav,
https://bigsoundbank.com/detail-2356-grinding-metal-barrier-opening-2.html,https://bigsoundbank.com/UPLOAD/wav/2356.wav,Metal barrier: Opening 2,Opening of a large metal barn barrier.,2356.wav,
https://bigsoundbank.com/detail-2498-man-vomiting-3.html,https://bigsoundbank.com/UPLOAD/wav/2498.wav,Man vomiting 3,Vomiting of a man.,2498.wav,
https://bigsoundbank.com/detail-2409-battery-joke-2.html,https://bigsoundbank.com/UPLOAD/wav/2409.wav,Battery joke 2,The drum fill for when somebody tells a joke in a stand-up comic or a show.,2409.wav,
https://bigsoundbank.com/detail-2497-man-vomiting-2.html,https://bigsoundbank.com/UPLOAD/wav/2497.wav,Man vomiting 2,Vomiting of a man.,2497.wav,
https://bigsoundbank.com/detail-2448-mechanical-doorbell-2.html,https://bigsoundbank.com/UPLOAD/wav/2448.wav,Mechanical doorbell 2,Sound of a small mechanical doorbell at the entrance to the house.,2448.wav,
https://bigsoundbank.com/detail-2514-radio-interference-5.html,https://bigsoundbank.com/UPLOAD/wav/2514.wav,Radio interference 5,Interference between two wireless audio systems (HF).,2514.wav,
https://bigsoundbank.com/detail-2516-squeaky-wheelbarrow-1.html,https://bigsoundbank.com/UPLOAD/wav/2516.wav,Squeaky wheelbarrow 1,The squeaking of an empty rolling wheelbarrow.,2516.wav,
https://bigsoundbank.com/detail-0009-stapler.html,https://bigsoundbank.com/UPLOAD/wav/0009.wav,Office stapler,"Stapler: slow (x1), fast (x1)",0009.wav,
https://bigsoundbank.com/detail-0017-hacksaw.html,https://bigsoundbank.com/UPLOAD/wav/0017.wav,Hacksaw,Hacksaw cutting an aluminum tube,0017.wav,
https://bigsoundbank.com/detail-0058-gas-stove-2.html,https://bigsoundbank.com/UPLOAD/wav/0058.wav,Gas stove 2,Second fire gas stove ignition piezo kitchen,0058.wav,
